year_month;cloud_provider;account_id;environment;total_list_cost;total_net_cost;total_on_demand_cost;total_amortized_cost;total_forecast_monthly_cost;total_budget_amount;avg_budget_utilization_pct;avg_cost_variance_7d_pct;avg_cost_variance_30d_pct;anomaly_count;row_count
2023-10;AWS;acct-010;staging;294.38;2.312.918;1.219.051;2.063.606;8.581.533;683670.99;0.0012727272727272728;0.021713636363636366;0.10723409090909092;0;44
2023-10;Azure;acct-001;dev;615.693;46.190.599.999.999.900;331.825;422.556;2.152.523;121587.77;0.0019266666666666668;-0.012413333333333328;0.14873333333333333;0;15
2023-10;Azure;acct-001;prod;10.367.143;8.040.942;2.770.562;6.892.871;36.867.016;4737590.38;0.0007978494623655914;0.03284193548387097;0.08973225806451614;0;93
2023-10;Azure;acct-001;staging;1.803.572;1.402.973;767.103;1.277.063;9.796.493;630694.79;0.0015925000000000002;0.035325;-0.003359999999999997;0;40
2023-10;Azure;acct-002;dev;90.517;710.741;512.442;6.514.959.999.999.990;4.481.739;211989.45;0.0021576923076923075;0.05933076923076923;0.06791538461538461;0;26
2023-10;Azure;acct-002;prod;10.796.683;8.563.041;2.767.421;730.392;29.696.798;4871407.62;0.0006210526315789473;0.0744357894736842;0.08027263157894736;0;95
2023-10;Azure;acct-002;staging;2.921.237;2.282.874;1.298.965;2.025.715;7.953.144;808020.19;0.0010018867924528301;0.04130943396226415;0.06724905660377359;0;53
2023-10;Azure;acct-003;dev;809.915;626.385;469.045;572.497;2.056.182;18.846.458.000.000.000;0.0011041666666666667;0.05350833333333333;0.13039166666666666;0;24
2023-10;Azure;acct-003;prod;13.300.135;10.305.297;3.650.254;8.865.152;44.626.508;59.809.949.799.999.900;0.0007689655172413793;0.058722413793103445;0.04729655172413793;0;116
2023-10;Azure;acct-003;staging;2.072.943;1.594.654;898.329;1.372.775;7.169.398;455008.75;0.00153;0.008299999999999998;0.16992666666666667;0;30
2023-10;Azure;acct-004;dev;721.368;550.271;421.083;493.526;22.162.380.000.000.000;173828.47;0.001309090909090909;-0.014609090909090907;0.07158181818181818;0;22
2023-10;Azure;acct-004;prod;11.776.621;9.274.897;3.102.849;7.964.104;30.979.622;5335651.4;0.0006019230769230769;0.03342692307692308;0.06525384615384615;0;104
2023-10;Azure;acct-004;staging;2.011.029;1.589.187;931.658;1.393.937;6.629.817;524667.14;0.00125;0.05071764705882353;0.07006176470588235;0;34
2023-10;Azure;acct-005;dev;1.217.217;942.537;707.668;8.650.659.999.999.990;3.952.359;255611.53;0.0015258064516129033;0.019216129032258066;0.027848387096774195;0;31
2023-10;Azure;acct-005;prod;10.456.155;8.375.875;2.702.391;712.627;40.009.257.000.000.000;4789394.09;0.0008606382978723404;0.04048936170212766;0.06259787234042553;0;94
2023-10;Azure;acct-005;staging;1.542.928;1.184.455;621.842;1.018.106;4.184.151;431190.44;0.0009607142857142858;0.05202857142857143;0.0183;0;28
2023-10;Azure;acct-006;dev;626.676;490.909;365.096;448.361;2.787.428;141730.6;0.0019352941176470587;0.04221176470588235;0.055070588235294114;0;17
2023-10;Azure;acct-006;prod;11.802.116;9.276.661;3.187.039;7.929.467;34.348.360.000.000.000;5152800.25;0.0006594059405940593;0.05072475247524752;0.01890891089108911;0;101
2023-10;Azure;acct-006;staging;2.250.096;170.549;968.361;1.501.184;5.729.387;637493.33;0.0009146341463414634;-0.0009707317073170729;0.007534146341463415;0;41
2023-10;Azure;acct-007;dev;853.603;637.351;473.376;573.302;3.229.136;198005.19;0.0017000000000000001;0.05171666666666666;-0.09071249999999999;0;24
2023-10;Azure;acct-007;prod;1.272.461;9.959.688;3.662.227;8.569.002;38.605.328;4799754.6;0.0008010638297872341;0.06538617021276596;0.08017765957446808;0;94
2023-10;Azure;acct-007;staging;2.221.371;1.675.864;10.045.570.000.000.000;1.510.389;740.098;713271.11;0.0010304347826086955;0.07828913043478261;0.11440217391304348;0;46
2023-10;Azure;acct-008;dev;881.882;694.073;522.624;641.439;326.6;185813.07;0.0017043478260869564;0.07492173913043478;0.05425652173913043;0;23
2023-10;Azure;acct-008;prod;8.992.111;6.779.897;256.219;5.880.974;27.383.021;4228003.31;0.0006414634146341463;0.048445121951219514;0.034586585365853656;0;82
2023-10;Azure;acct-008;staging;2.258.503;1.736.561;100.348;1.578.287;5.289.993;581325.84;0.0009157894736842104;0.0346;0.040057894736842105;0;38
2023-10;Azure;acct-009;dev;816.255;607.358;439.735;56.353;1.385.487;168298.46;0.0008476190476190476;0.05382857142857142;0.03839047619047619;0;21
2023-10;Azure;acct-009;prod;10.463.816;8.210.896;2.996.662;711.921;24.059.986;3936253.46;0.0006324675324675325;0.05846363636363637;-0.015546753246753241;0;77
2023-10;Azure;acct-009;staging;1.700.853;1.353.623;748.539;1.214.999;4.024.587;375555.62;0.0010958333333333334;0.039129166666666666;-0.02834583333333333;0;24
2023-10;Azure;acct-010;dev;633.967;516.038;38.598;486.618;3.024.354;175753.09;0.0016904761904761904;0.011280952380952383;0.04046190476190476;0;21
2023-10;Azure;acct-010;prod;11.799.105;9.133.774;361.215;7.962.395;43.218.283;4965077.92;0.0009144329896907217;0.06082577319587629;0.01517319587628866;0;97
2023-10;Azure;acct-010;staging;2.081.189;1.603.811;85.046;1.428.528;8.986.767;6.752.396.900.000.000;0.0013465116279069767;0.008939534883720929;-0.01674186046511628;0;43
2023-10;GCP;acct-001;dev;7.583.670.000.000.000;550.287;398.213;507.628;1.996.947;175546.41;0.001176190476190476;0.006876190476190476;0.11376666666666667;0;21
2023-10;GCP;acct-001;prod;10.594.188;8.293.504;2.808.217;718.108;24.300.921;4885458.61;0.000497872340425532;0.04138404255319149;0.029406382978723406;0;94
2023-10;GCP;acct-001;staging;1.549.075;1.229.221;653.133;1.083.983;42.018.330.000.000.000;531287.66;0.0008057142857142857;0.014385714285714288;-0.025502857142857143;0;35
2023-10;GCP;acct-002;dev;803.627;634.981;47.337;602.882;2.275.181;202961.85;0.001096;0.021259999999999998;0.025051999999999994;0;25
2023-10;GCP;acct-002;prod;10.144.797;7.830.433;2.911.213;6.759.704;29.342.305;4576755.98;0.0006351648351648351;0.029082417582417582;0.03536263736263737;0;91
2023-10;GCP;acct-002;staging;1.907.613;1.430.339;737.657;1.250.933;411.142;530562.01;0.0007828571428571429;0.09167714285714286;0.05063714285714286;0;35
2023-10;GCP;acct-003;dev;426.263;338.416;26.122.500.000.000.000;319.904;2.366.561;109020.44;0.0019857142857142855;0.055414285714285715;0.0776;0;14
2023-10;GCP;acct-003;prod;9.989.337;7.847.598;3.094.268;6.783.987;3029.29;4820398.45;0.0006430107526881721;0.04775483870967742;0.05633333333333333;0;93
2023-10;GCP;acct-003;staging;1.793.108;1.434.384;816.932;1.275.666;6.253.144;506261.56;0.0012090909090909092;0.06689090909090908;0.06088181818181818;0;33
2023-10;GCP;acct-004;dev;419.148;328.848;247.174;297.648;838.977;121558.69;0.0006666666666666666;0.12685333333333335;0.0017933333333333338;0;15
2023-10;GCP;acct-004;prod;10.458.777;805.361;2.544.687;6.869.607;32.086.057;5015528.15;0.000677319587628866;0.06083711340206186;0.07968865979381444;0;97
2023-10;GCP;acct-004;staging;2.043.567;1.490.151;926.754;1.322.769;4.459.711;506710.82;0.0009121212121212122;0.04421818181818182;0.0009393939393939386;0;33
2023-10;GCP;acct-005;dev;753.155;586.926;438.397;545.927;2.030.362;204415.04;0.0010119999999999999;-0.019452;-0.0010679999999999989;0;25
2023-10;GCP;acct-005;prod;11.629.796;9.016.343;2.743.835;7.660.523;33.771.377;5434619.69;0.0006209523809523809;0.03925619047619048;0.05426380952380953;0;105
2023-10;GCP;acct-005;staging;2.382.078;180.051;922.428;1.565.276;8.002.376;627195.17;0.0013666666666666666;0.03984047619047619;0.06474761904761905;0;42
2023-10;GCP;acct-006;dev;719.824;556.483;414.602;505.572;30.515.840.000.000.000;132372.04;0.002375;0.0922;-0.053575000000000005;0;16
2023-10;GCP;acct-006;prod;1.113.277;847.702;281.203;7.218.911;33.906.654;4944090.81;0.000710204081632653;0.04280816326530612;0.017393877551020405;0;98
2023-10;GCP;acct-006;staging;1.898.373;1.475.236;866.821;1.334.603;7.192.641;614008.8;0.001146153846153846;0.07844102564102565;0.009587179487179487;0;39
2023-10;GCP;acct-007;dev;716.748;565.548;435.128;519.376;2.462.207;202701.6;0.001252;0.017019999999999993;0.045132000000000005;0;25
2023-10;GCP;acct-007;prod;10.328.291;8.113.093;2.746.171;6.960.511;32.787.501;4714978.34;0.0006933333333333333;0.0707711111111111;0.019371111111111113;0;90
2023-10;GCP;acct-007;staging;1.646.121;1.302.003;804.741;1.167.895;35.776.800.000.000.000;459960.27;0.00079;0.09325666666666667;0.03969;0;30
2023-10;GCP;acct-008;dev;60.769;475.133;346.557;438.788;19.272.220.000.000.000;163575.57;0.001205;0.089905;0.14323;0;20
2023-10;GCP;acct-008;prod;11.797.187;9.087.933;32.695.120.000.000.000;7.809.708;34.570.957;5326904.51;0.0006471153846153847;0.0559875;0.0516375;0;104
2023-10;GCP;acct-008;staging;2.214.569;1.679.376;906.175;1.459.454;10.146.469;630471.0;0.0016365853658536586;0.031012195121951223;0.022419512195121952;0;41
2023-10;GCP;acct-009;dev;700.743;533.315;39.092.800.000.000.000;497.079;3.254.885;189537.65;0.001817391304347826;0.06788695652173914;-0.05036956521739131;0;23
2023-10;GCP;acct-009;prod;11.648.778;9.278.876;3.286.484;8.083.614;39.862.916;5480135.57;0.0007196261682242991;0.05362897196261683;0.08067757009345794;0;107
2023-10;GCP;acct-009;staging;254.976;2.032.346;1.221.248;1.794.619;9.900.825;633112.97;0.0015414634146341465;0.04307560975609756;0.10819512195121951;0;41
2023-10;GCP;acct-010;dev;833.983;642.559;483.282;591.819;3.939.256;198858.75;0.0019916666666666668;0.0563875;0.06815833333333333;0;24
2023-10;GCP;acct-010;prod;9.498.499;7.375.503;3.085.904;6.468.737;18.933.712;3988780.56;0.00047564102564102566;0.057753846153846156;0.0009448717948717961;0;78
2023-10;GCP;acct-010;staging;1.930.617;1.468.421;7.471.039.999.999.990;1.300.164;6.047.383;605191.95;0.0010725;0.005972499999999998;0.040087500000000005;0;40
2023-11;AWS;acct-001;dev;11.108.749.999.999.900;873.246;628.341;799.517;2.128.626;173225.12;0.0012227272727272727;0.027345454545454548;0.023877272727272726;0;22
2023-11;AWS;acct-001;prod;13.057.953;10.271.083;3.865.299;8.917.844;35.884.994;4444195.39;0.0007886363636363636;0.05195568181818182;0.01734431818181818;0;88
2023-11;AWS;acct-001;staging;3.838.761;2.975.065;1.747.355;2.591.958;14.563.093;678692.03;0.002202222222222222;0.03720666666666667;-0.016193333333333334;0;45
2023-11;AWS;acct-002;dev;1.149.713;874.021;640.843;8.225.280.000.000.000;2.405.195;192495.33;0.001275;0.06355;0.11512083333333334;0;24
2023-11;AWS;acct-002;prod;14.988.984;11.550.322;4.457.065;9.981.245;57.966.741;4656760.13;0.0012666666666666668;0.06917666666666666;0.04518111111111111;0;90
2023-11;AWS;acct-002;staging;3.199.803;2.541.841;1.153.671;2.197.103;8.626.028;560933.09;0.0015138888888888888;0.057055555555555554;0.0666;0;36
2023-11;AWS;acct-003;dev;123.83;1.039.047;79.186;978.588;7.342.009;214129.96;0.0035923076923076924;0.06130769230769231;0.031246153846153847;0;26
2023-11;AWS;acct-003;prod;14.011.548;10.721.838;36.942.379.999.999.900;9.210.209;40.631.044;5200015.79;0.0007584158415841584;0.06851485148514852;0.061061386138613866;0;101
2023-11;AWS;acct-003;staging;2.979.684;2.344.924;1.184.768;206.883;12.910.722;460605.01;0.00286;0.08252666666666666;0.11032666666666667;0;30
2023-11;AWS;acct-004;dev;11.914.059.999.999.900;997.077;739.021;910.445;3.624.013;203895.34;0.001784;0.008483999999999997;0.18174800000000002;0;25
2023-11;AWS;acct-004;prod;13.872.612;10.255.112;3.717.831;8.866.644;48.779.525;4417664.99;0.0010839080459770114;0.07830804597701149;0.04836666666666667;0;87
2023-11;AWS;acct-004;staging;244.194;2.010.763;987.949;1.721.578;7.300.136;558492.23;0.0013166666666666665;0.009136111111111112;0.024972222222222222;0;36
2023-11;AWS;acct-005;dev;729.254;581.404;421.823;540.247;18.438.060.000.000.000;147045.04;0.001238888888888889;0.031483333333333335;0.03345555555555555;0;18
2023-11;AWS;acct-005;prod;15.848.479;12.361.087;4.824.519;10.785.661;61.920.091;5283859.03;0.0011971153846153846;0.04880961538461538;0.04632596153846154;0;104
2023-11;AWS;acct-005;staging;275.582;2.166.497;1.357.109;1.968.948;11.901.874;588025.22;0.002;0.05401081081081081;0.05711081081081082;0;37
2023-11;AWS;acct-006;dev;135.239;106.619;814.852;1.005.091;31.282.439.999.999.900;256029.16;0.0012258064516129032;0.06414516129032259;0.07060000000000001;0;31
2023-11;AWS;acct-006;prod;1326.96;10.304.569;3.576.171;8.923.264;4.854.505;4291519.44;0.0011714285714285715;0.03215476190476191;0.057038095238095235;0;84
2023-11;AWS;acct-006;staging;3.047.051;2.453.116;1.286.908;2.119.536;6.152.707;549072.34;0.0011228571428571429;0.059005714285714286;0.06928571428571428;0;35
2023-11;AWS;acct-007;dev;1.644.239;1.262.242;90.878;1.116.728;5.244.812;237089.35;0.002206896551724138;0.07812758620689654;0.041489655172413785;0;29
2023-11;AWS;acct-007;prod;1.416.097;11.173.992;3.626.171;9.575.517;36.071.074;4151872.53;0.0008444444444444444;0.08709876543209877;0.11523827160493828;0;81
2023-11;AWS;acct-007;staging;2.547.673;1.896.607;1.056.319;1.626.115;11.239.066;492815.96;0.0022;0.0944125;0.058153125;0;32
2023-11;AWS;acct-008;dev;1.213.342;906.231;677.296;849.959;3.961.277;226253.61;0.0018107142857142855;0.023139285714285716;0.03458571428571429;0;28
2023-11;AWS;acct-008;prod;11.781.078;8.981.817;3.078.749;7.748.032;32.430.548;3911171.39;0.0008513157894736841;0.09123947368421052;0.07985657894736843;0;76
2023-11;AWS;acct-008;staging;3.481.481;2.742.442;1.533.515;2.401.188;9.660.289;623192.72;0.0015439024390243902;0.08759024390243902;0.011824390243902437;0;41
2023-11;AWS;acct-009;dev;1.066.859;858.226;643.716;772.376;4.320.384;19.299.811.000.000.000;0.0022083333333333334;0.059625000000000004;0.04440416666666666;0;24
2023-11;AWS;acct-009;prod;16.321.998;12.722.571;4.556.778;11.004.759;44.059.828;5217047.6;0.0008277227722772278;0.06945544554455445;0.03302871287128713;0;101
2023-11;AWS;acct-009;staging;35.135.470.000.000.000;2.785.569;1.299.845;2.431.196;14.606.951;598304.37;0.0024125;0.057694999999999996;0.0828575;0;40
2023-11;AWS;acct-010;dev;10.193.119.999.999.900;837.632;611.436;751.638;2.757.567;143355.08;0.0019764705882352944;-0.0004176470588235291;0.03037058823529412;0;17
2023-11;AWS;acct-010;prod;15.843.713;12.092.619;4.606.371;10.401.504;56.727.162;4650471.23;0.0012559139784946236;0.038946236559139785;0.09338172043010752;0;93
2023-11;AWS;acct-010;staging;3.956.267;3.065.419;177.811;2.664.372;7.304.718;722399.74;0.0010148936170212765;0.03691063829787234;0.04974468085106383;0;47
2023-11;Azure;acct-001;dev;999.472;785.972;603.126;718.615;1.948.191;179897.57;0.0011238095238095239;0.03544761904761905;0.05205714285714286;0;21
2023-11;Azure;acct-001;prod;11.820.311;8.884.453;3.377.521;7.658.415;3051.5;4504389.92;0.0007034482758620689;0.0635287356321839;0.04532183908045977;0;87
2023-11;Azure;acct-001;staging;3.291.441;2.570.854;1.370.487;2.151.498;11.879.998;670064.32;0.0018666666666666669;0.02638;0.060395555555555556;0;45
2023-11;Azure;acct-002;dev;1.027.903;778.019;553.071;724.245;2.397.663;16.202.613.999.999.900;0.00146;0.045079999999999995;-0.020429999999999997;0;20
2023-11;Azure;acct-002;prod;1.245.282;9.503.045;2.966.053;8.108.574;40.529.022;4210946.94;0.0009698795180722892;0.041233734939759036;-0.025931325301204816;0;83
2023-11;Azure;acct-002;staging;3.391.266;2.617.965;1.613.711;233.078;16.118.868;618644.36;0.0025463414634146345;0.07743658536585366;0.05033658536585366;0;41
2023-11;Azure;acct-003;dev;1.073.791;819.267;610.808;763.017;3.896.297;204557.43;0.001884;-0.006144000000000003;0.044388000000000004;0;25
2023-11;Azure;acct-003;prod;1.195.339;9.306.941;3.199.229;814.59;29.990.745;3881423.41;0.0007802631578947368;0.026835526315789473;0.04626973684210526;0;76
2023-11;Azure;acct-003;staging;4.112.106;3.200.451;1.886.382;2.774.058;1.787.709;749381.94;0.0023408163265306123;0.07069795918367347;0.05978571428571428;0;49
2023-11;Azure;acct-004;dev;683.486;528.918;390.102;485.076;1.517.495;132985.55;0.0010999999999999998;0.141875;0.09413124999999999;0;16
2023-11;Azure;acct-004;prod;13.813.287;10.486.041;3.650.877;9.030.581;3.642.928;4385709.11;0.000811764705882353;0.05085529411764706;0.03850823529411765;0;85
2023-11;Azure;acct-004;staging;3.086.361;2.316.565;1.375.354;2.024.292;6.900.794;688939.69;0.0009977272727272727;0.017802272727272726;0.09911363636363636;0;44
2023-11;Azure;acct-005;dev;9.882.220.000.000.000;752.904;574.889;688.115;2.430.701;187989.31;0.0012652173913043478;0.048295652173913045;0.020730434782608692;0;23
2023-11;Azure;acct-005;prod;12.862.292;10.130.583;4.084.816;8.790.139;45.084.786;4225288.39;0.001094047619047619;0.05765714285714285;0.05348095238095238;0;84
2023-11;Azure;acct-005;staging;1.725.728;13.300.209.999.999.900;651.635;1.194.153;3.788.472;320688.29;0.00118;0.068925;0.158325;0;20
2023-11;Azure;acct-006;dev;1.172.949;916.179;672.405;862.954;2.015.157;253458.03;0.0008;0.018519999999999995;0.08853333333333334;0;30
2023-11;Azure;acct-006;prod;13.704.073;10.763.095;4.363.462;9.431.139;49.047.214;4463747.16;0.001157471264367816;0.0726103448275862;0.014835632183908045;0;87
2023-11;Azure;acct-006;staging;2.699.134;2.121.678;1.159.811;1.818.921;12.995.666.999.999.900;555576.31;0.002375;0.048141666666666666;0.019755555555555554;0;36
2023-11;Azure;acct-007;dev;979.344;74.953;562.299;689.899;43.875.600.000.000.000;168790.71;0.002676190476190476;-0.01886666666666667;0.07306190476190476;0;21
2023-11;Azure;acct-007;prod;13.409.523;10.237.504;3.352.948;8.729.389;48.999.107;4700138.74;0.0010322222222222221;0.04956666666666667;0.037538888888888886;0;90
2023-11;Azure;acct-007;staging;3.309.837;2.594.128;1.340.097;2.225.232;6.190.231;607524.21;0.0010384615384615384;0.05407948717948717;0.05322564102564103;0;39
2023-11;Azure;acct-008;dev;966.831;765.499;565.796;723.222;2.342.065;193123.94;0.0012043478260869566;-0.005808695652173913;0.01288695652173913;0;23
2023-11;Azure;acct-008;prod;15.332.504;11.757.046;3.477.259;10.080.848;54.443.043;5223961.34;0.0010326732673267328;0.047475247524752476;0.038295049504950496;0;101
2023-11;Azure;acct-008;staging;2.423.404;1.786.039;953.047;1.575.748;7.342.917;476594.94;0.0016193548387096774;0.06438387096774194;0.020593548387096778;0;31
2023-11;Azure;acct-009;dev;946.309;75.292;548.481;692.676;1.263.258;194187.98;0.0006708333333333333;0.03832083333333333;-0.01025416666666667;0;24
2023-11;Azure;acct-009;prod;14.411.971;1.087.141;4.013.315;9.419.663;3.538.548;4352593.67;0.0008151162790697674;0.0573906976744186;0.0885046511627907;0;86
2023-11;Azure;acct-009;staging;2.771.419;2.163.076;11.954.599.999.999.900;1.925.793;6.805.192;524053.32;0.0012942857142857142;0.04376;0.09283428571428572;0;35
2023-11;Azure;acct-010;dev;754.321;581.345;441.366;518.782;3.125.145;146820.92;0.0021833333333333336;0.0800111111111111;0.09923333333333334;0;18
2023-11;Azure;acct-010;prod;13.719.301;10.634.414;4.224.845;9.180.436;43.944.415;4434877.59;0.0009942528735632182;0.07775172413793104;0.0553528735632184;0;87
2023-11;Azure;acct-010;staging;2.800.904;2.134.133;1.065.273;1.885.883;5.740.267;639880.61;0.0008975609756097561;0.03571951219512195;0.11529999999999999;0;41
2023-11;GCP;acct-001;dev;10.561.670.000.000.000;821.375;650.238;758.579;27.106.100.000.000.000;185559.3;0.0014434782608695653;0.07027826086956522;0.05593913043478261;0;23
2023-11;GCP;acct-001;prod;12.143.614;9.335.604;3.564.972;8.079.679;47.506.951;4598307.29;0.0010478260869565218;0.06119347826086956;0.032;0;92
2023-11;GCP;acct-001;staging;1.806.361;1.375.976;752.897;1.207.583;4.462.672;417185.35;0.001074074074074074;0.1194;0.060048148148148156;0;27
2023-11;GCP;acct-002;dev;1.173.053;906.674;641.335;800.238;3.237.835;225836.48;0.0014678571428571427;0.0632607142857143;0.10840357142857145;0;28
2023-11;GCP;acct-002;prod;14.033.514;10.747.729;4.473.391;9.377.997;40.465.277;4707289.4;0.0008804347826086957;0.06649021739130434;0.004048913043478261;0;92
2023-11;GCP;acct-002;staging;2.451.246;1.949.278;1.080.933;1.741.748;5.911.345;549009.48;0.0010944444444444443;0.03269444444444444;0.031091666666666667;0;36
2023-11;GCP;acct-003;dev;957.164;742.906;541.822;687.048;3.071.737;219458.38;0.0014444444444444444;0.0650074074074074;0.07150740740740742;0;27
2023-11;GCP;acct-003;prod;12.851.101;9.865.169;3.329.151;8.471.633;30.533.472;4404455.65;0.0007023255813953488;0.02899186046511628;0.0355;0;86
2023-11;GCP;acct-003;staging;20.726.579.999.999.900;1.607.034;859.663;1.398.025;4.404.153;454610.93;0.0009733333333333333;0.04008;0.12242666666666667;0;30
2023-11;GCP;acct-004;dev;926.814;653.169;461.323;604.744;3.565.689;190945.66;0.0018956521739130435;-0.020847826086956518;0.056747826086956527;0;23
2023-11;GCP;acct-004;prod;13.197.474;10.019.524;2.864.722;844.482;30.797.208;4954724.76;0.0006257731958762886;0.031184536082474228;0.07447113402061856;0;97
2023-11;GCP;acct-004;staging;320.772;2.480.438;1.348.313;21.661.440.000.000.000;1147.55;568113.43;0.0020648648648648646;0.028556756756756757;0.1321972972972973;0;37
2023-11;GCP;acct-005;dev;860.963;67.075;508.543;618.579;2.112.765;195724.43;0.0010708333333333334;0.0365375;0.03738333333333333;0;24
2023-11;GCP;acct-005;prod;12.758.519.000.000.000;9.605.003;4.064.293;8.422.537;35.737.539;4404701.25;0.0008151162790697674;0.006579069767441859;0.058906976744186046;0;86
2023-11;GCP;acct-005;staging;3.735.755;2.989.165;139.292;262.461;10.337.139;8.321.175.700.000.000;0.0012537037037037037;0.04318333333333334;0.054155555555555554;0;54
2023-11;GCP;acct-006;dev;1.007.511;7.948.479.999.999.990;608.185;741.635;40.023.810.000.000.000;203049.62;0.0020239999999999998;0.071272;0.09479599999999999;0;25
2023-11;GCP;acct-006;prod;13.107.767.000.000.000;10.040.766;3.031.993;8.521.455;42.071.256;4353523.91;0.0009767441860465116;0.0378046511627907;0.020988372093023257;0;86
2023-11;GCP;acct-006;staging;266.72;2.081.076;1.047.188;1.825.199;5.694.971;554742.2;0.0010416666666666667;0.05330833333333333;0.09343611111111111;0;36
2023-11;GCP;acct-007;dev;1.023.105;819.241;62.052;748.731;2.809.588;174206.04;0.0015952380952380953;0.06479047619047619;0.11087619047619049;0;21
2023-11;GCP;acct-007;prod;14.750.377;11.382.684;3.918.753;9.794.061;47.470.666;4825467.21;0.0009925531914893617;0.06763297872340425;0.05262234042553192;0;94
2023-11;GCP;acct-007;staging;3.313.958;262.862;1.404.185;231.232;11.142.746;648097.27;0.0017046511627906978;0.03415348837209302;0.058465116279069765;0;43
2023-11;GCP;acct-008;dev;86.889;6.438.329.999.999.990;50.109;57.564;3.687.457;175558.43;0.0020285714285714286;0.03833809523809524;0.10586666666666668;0;21
2023-11;GCP;acct-008;prod;14.348.465;11.064.951;4.083.516;9.613.519;47.532.009;4761761.72;0.0010139784946236559;0.08477096774193549;0.04643333333333333;0;93
2023-11;GCP;acct-008;staging;2.681.854;2.102.664;1.116.767;1.828.182;6.573.134;552786.71;0.0011638888888888888;0.04611944444444444;0.05196944444444444;0;36
2023-11;GCP;acct-009;dev;1.327.445;1.000.641;6.935.040.000.000.000;92.789;5.730.974;222277.42;0.002640740740740741;0.04694074074074074;0.04513703703703704;0;27
2023-11;GCP;acct-009;prod;11.336.225;8.755.638;2.808.695;7.510.872;51.815.114;4415231.09;0.0012094117647058825;0.05255411764705883;0.07140823529411765;0;85
2023-11;GCP;acct-009;staging;1.697.471;1.276.445;708.203;11.170.570.000.000.000;4.285.145;427539.81;0.0010607142857142857;0.07997857142857143;0.06041071428571428;0;28
2023-11;GCP;acct-010;dev;1.095.894;882.992;640.912;809.196;3.468.839;195955.2;0.0017791666666666667;0.051887499999999996;-0.028625;0;24
2023-11;GCP;acct-010;prod;11.285.095;894.351;3.338.581;7.699.176;42.917.136;4169380.24;0.0010146341463414634;0.06765609756097561;0.04081097560975609;0;82
2023-11;GCP;acct-010;staging;2.882.541;2.143.044;1.138.019;1.899.249;7.428.837;633058.39;0.0011878048780487806;0.07519999999999999;0.04879268292682927;0;41
2023-12;AWS;acct-001;dev;1.521.911;1.102.885;803.132;10.045.139.999.999.900;529.485;200194.04;0.0026791666666666665;0.045962499999999996;0.13439583333333335;0;24
2023-12;AWS;acct-001;prod;14.862.623;11.536.164;42.649.739.999.999.900;9.882.139.999.999.990;3.634.649;4510583.38;0.0008193181818181818;0.020634090909090907;0.03292272727272728;0;88
2023-12;AWS;acct-001;staging;3.371.306;2.577.491;1.557.002;2.260.551;11.296.642;628414.4;0.0017880952380952381;0.016428571428571428;0.011361904761904759;0;42
2023-12;AWS;acct-002;dev;1.142.205;876.905;667.944;802.995;3.639.043;23.845.358.000.000.000;0.00151;0.041139999999999996;0.045646666666666676;0;30
2023-12;AWS;acct-002;prod;11.187.491;8.555.495;3.287.115;7.406.493;21.524.181;4047972.32;0.0005358974358974359;0.06654743589743589;0.07683717948717948;0;78
2023-12;AWS;acct-002;staging;3.796.665;289.24;1.668.545;2.605.446;8.870.064;799817.45;0.0011823529411764705;0.03871960784313725;0.10176078431372548;0;51
2023-12;AWS;acct-003;dev;12.135.040.000.000.000;993.774;740.688;908.115;33.440.700.000.000.000;201085.41;0.00164;0.049611999999999996;0.05448;0;25
2023-12;AWS;acct-003;prod;12.965.285;10.012.128;3.790.983;8.720.253;32.657.115;4751843.32;0.0006911111111111111;0.056487777777777776;0.05610444444444445;0;90
2023-12;AWS;acct-003;staging;3.185.693;2.486.924;1.309.267;217.049;8.045.036;654815.24;0.0012166666666666667;0.01637142857142857;0.0436047619047619;0;42
2023-12;AWS;acct-004;dev;914.534;750.369;549.114;677.358;1.869.997;164135.12;0.0011300000000000001;0.008015000000000005;-0.018370000000000004;0;20
2023-12;AWS;acct-004;prod;13.079.555;10.477.505;3.955.463;9.132.499;34.230.368;4045121.41;0.0008443037974683544;0.04639873417721519;0.04139620253164557;0;79
2023-12;AWS;acct-004;staging;3.764.955;2.846.845;1.588.127;2.478.259;15.179.859.999.999.900;737291.61;0.00209375;0.05810208333333333;0.102375;0;48
2023-12;AWS;acct-005;dev;95.094;758.484;56.948;712.436;4.573.139;130867.17;0.00351875;0.010306249999999998;0.11451875;0;16
2023-12;AWS;acct-005;prod;16.462.311;12.653.347;4.462.151;10.878.207;50.482.247;4994406.69;0.0010090909090909091;0.05848686868686869;0.04957979797979798;0;99
2023-12;AWS;acct-005;staging;253.986;2.021.013;1.212.303;1.828.279;4.959.137;465381.04;0.0011193548387096774;0.07006129032258064;0.047703225806451616;0;31
2023-12;AWS;acct-006;dev;1.313.055;101.973;78.456;952.031;1.935.381;204948.72;0.000936;0.019143999999999998;0.186416;0;25
2023-12;AWS;acct-006;prod;14.686.228;1.135.338;4.081.718;9.845.618;35.465.648;4667089.47;0.0007849462365591397;0.034753763440860216;0.0017494623655913979;0;93
2023-12;AWS;acct-006;staging;3.380.696;2.582.109;1.321.342;227.428;8.552.553;616062.95;0.001425;0.052890000000000006;0.04688;0;40
